HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text
0,3,5,Celtic Sea Salt,"My daughter recommends this salt as one of the best on the market, per her education at a private cooking school in California. I have not used it yet, but can't wait to do so!"
0,0,5,Favorite dressing,"This is my favorite salad dressing. I really like the sweetness of the vidalia onions. I used to get it at Sam's Club but since I no longer have a membership there, I had to order it online. I have never been disappointed with Amazon."
6,6,5,Great For Quick Oatmeal,"At my age, I can't be eating bacon and eggs everyday unless I want to speed up a trip to the hospital.  Eating oatmeal is a great thing to eat for breakfast because there's a lot of research proving it's heart healthy.<br /><br />The problem is, I don't have enough time in the morning to stand over a stove and cook some oatmeal. However, with <a href=""http://www.amazon.com/gp/product/B001M09BQQ"">Quaker Instant Oatmeal Regular, 12-Count Boxes (Pack of 4)</a>, problem solved!! I just empty three of these packet in a bowl, add water, and pop it in the microwave for a minute.  Then I add some sugar and some milk and I'm good to go.<br /><br />If you like oatmeal and are like me and don't have a lot of time for preparation- give it a try!"
3,3,5,wellness cat food,My fussy allergic cat loves this stuff!<br />She is allergic to almost all cat food; anything with any additives at all. I had her on PetGuard for over a year but she finally became allergic to that too...she isn't allergic to Wellness brand (at least so far)!<br />I feed her Salmon & Trout from Wellness every day and she's had more energy and spunk than in a long time & her coat looks better.  Highly recommended!
0,0,5,PERFECT PROTEIN SNACK,"These snacks are great!  The natural flavor is a lot like the Slim Jims we ate as kids.  Only these are healthier!  Great to carry in purse to keep sugar from getting low while on the run.  Also, my job has me on my feet with no breaks!  It's easy to grab one and enjoy it to keep going.  Low in fat and calories but high in protein.  Forget that mid day sugary candy bar.  Grab on of these! A no-guilt snack!"
0,0,4,San Francisco Bay for K-Cup Brewers,"With my Keurig brewer I try to keep the per-cup costs down by shopping around. When I saw the San Francisco Bay products I was intrigued, mostly because of price, but also concerned, as they are not sealed in a container (the bottom portion is a mesh). While I do need to keep the product in a sealed container for freshness, the coffee is good and the cost is right."
2,2,4,More of a treat then something to keep your dog busy.,"Let me start by saying our dogs love these. As soon as they see the bag they stop whatever they're doing and run to their crates (where we typically give these to them). However, for our dogs these are definitely more of a treat then an activity. I have one dog who is an aggressive chewer who finishes these in under five minutes. He doesn't chew them as much as bite of chunks of it. My other dog isn't quite as strong of a chewer but it usually takes her just around fifteen minutes to eat the whole thing (this review is specific to the Biggest Boodas). So for my dogs this is less of a chewing experience and more of a treat. And when the eat them this quickly, they do get expensive quick."
8,8,1,Packaged in Ziplock Baggies,"Just a warning:  These Cashews came re-packaged in ziplock bags.  No safety seal or anything - just normal ziplocks.  I am not comfortable with that from a retailer, which may be coloring my impression that the nuts smell bad (though a friend smelled them and agreed).<br /><br />The seller will only refund me $1 unless I personally pay shipping to send the ziplock bags of nuts BACK to them, presumably to be resold. They were explicitly concerned about not being able to recoup costs if i did not return the product. They want me to bear the costs of their bad product instead.<br /><br /> Do NOT buy these - who knows how many times they send these nuts through the mail, have them returned, and resell them, with NO way to assure they have not been contaminated.  Very gross.  I plan to throw these away.  Sad."
0,0,5,heart healthy dark chocolate,"this is a good chocolate to savor and it is not just cocoa, but a good blend of dark chocolate that contains anti-oxidents for the heart and can melt in your mouth-what  call 'sucking chocolate.' Also excellent to melt briefly in microwave and eat with bananas, strawberries or other fruit."
59,81,1,worst feeling ever!,"I decided to try 5 hour energy after it was recommended to me by my Dad. I have been drinking ""Go Girls"" for a while and I loved them. I wanted to try the 5 hour energy because the ""Go Girls"" kept me up at night.<br /><br />First of all, I understand first hand that this drink affects people differently. Like I said my Dad loves it and swears by it, myself, not so much.<br /><br />I decided to drink only half the bottle to start with, so it wouldn't be too overwhelming. But, even with half the bottle it really messed me up.<br /><br />I felt tired but my heart wouldn't stop racing. It was pounding so much, like I just ran 10 miles in record time! The rest of my body felt awful too. My arms were jittery, yet kinda numb. My legs felt like spaghetti and my stomach felt like it was in knots. Andy even though my body felt like it was all amped up I still felt exhausted and needed to keep putting my head down. I also felt like I just wanted to have a meltdown and cry. It was awful!<br /><br />Be careful if you try this. Take a little bit at a time. For the first time take it when you don't need to do anything or go anywhere. Like I said everyone reacts differently to it. My Dad has these like 2 or 3 times a week and loves it. So try it for yourself, but this was my experience."
0,0,5,I love deadman's brew! It can wake the dead! SMOOTHLY!,"I love this coffee, it's smooth and wakes you up and is DELICIOUS! I also enjoy a good undead awakening coffee-<br />Like most Zombie hunters I know. So even though I'm being silly. I'm serious about this coffee!<br />DEADMAN'S is smooth and dark at the same time! And it's especially good for you Pirates out<br />there! A brew to wake the dead and perk up the LIVING! It's a great October coffee, but we drink it year round.<br />Raven's Brew named it for a reach in Alaska, but it's as smooth and nice as Kona. YOu gotta try it! IF you like Badass coffee<br />( another brand I love) you will LOVE this. And it's great for breakfast or dessert!"
1,1,5,Garden of Good Eating soy corn chips,"I love these chips.  Nice alternative to the regular.  Small size, but sturdy enough for the thickest bean dip. Travel well with minimal breakage in bag."
0,0,5,Couldn't love it more,One of the comfort foods of Korea. I rarely have time to make the original recipe from scratch (pure heaven)but this a very good fast meal.<br />Some of the reviewers downgraded it because they don't like the taste of black bean sauce. I keep a container of it from the local Korean store on hand at all times.
0,1,2,Fine if you like artificial sweet!,"This product, though sounds great, is VERY sweet and does not have the thirst quenching ability that other drinks on the market have.  I have to admit I am not in to the artificial sweetners now, so this was an immediate turn off for me.  Plus, I am use to drinking a product with no sweetner, only natural.  So for me....this was a big NO."
0,1,5,Tasty,"Tasty and simple, everyone loves a bite, so make an ugly one you can justify trying out"
2,2,5,Good Coffee That Packs a Little Punch,"This is a good-tasting coffee that does pack a punch or jolt.  I'd recommend NOT drinking this as your second or third cup, as after I (and three other people) had one in the afternoon, we were wired for a while - that's what you're looking for with something named ""jet fuel,"" and it lives up to its name.  Combining this trait with a good taste - as well as the good pricing here on Amazon vs. CostCo - is a pretty good deal."
2,2,4,It doesn't get spat back out!,"My daughter has a tendency to be a picky eater.  I am not sure where this came from b/c other kids are not.  But this product, she doesn't seem to 'reverse eat' as we like to call it.  But the product itself is very pricey for the amount that you get (7oz vs 16 ozreg for same price).  But,all in all, the ingredients are good for my little one. We take probiotics, DHA, and eat brown rice, so why would we feed her differently?"
8,8,5,"Fresh, organic and 100% pure","It is surreal how difficult it is to get rye flour in hawaii; that is to say impossible, until Amazon started delivering it.  I have made something of a project of sourdough this year and have starters going from white, wheat and mixtures; however the best sourdough comes from rye... well, at least it is the easiest to culture, and is a natural (has a lot of wild yeast in the flour).  Sadly I was unable to get a starter going until now.  Thanks to Amazon I now have a wild yeast pure rye, as well as one started with a pinch of my wheat starter,  It says something about the freshness and quality that the starter was foaming after one day!  I have already made rye bread using a culture started from this flour, and no yeast was necessary :)<br /><br />Beyond that, I like that it is packed in small bags, as I have to store it in the freezer to combat the tropical humidity and pests.  I also like that it is 100% rye, not a mixture like so many others.<br /><br />Thank you Amazon :)  Without this service I would have the trappings of western civilization largely off limits but for when I travel.  i really appreciate having access to the foods I grew up with, and ingredients I need to cook what I like.... which is pretty much the only way to get those things here.  It is nice having fresh rye bread again :) (ah, the little things we take for granted, until they are out of reach)"
1,1,4,My favorite,"I have tried several of the Stash herbal teas (and other brands), and this is my favorite.  As mentioned by some of the other reviewers, it is a little weak when compared to other brands, but the flavor makes up for that, in my opinion, and I do not always want a strong tea."
0,0,3,I did not really like the flavor of this item,"While this drink was really good, I did not care for the ginger flavor. I am not a great big fan of ginger. The packets were really easy to keep in my purse so that I could add them to cup when I wanted one.."
0,0,1,UGG,"I really hated this sauce, it was all think and gumny, not like the stuff you get at the resturants. No real taste either"
0,0,5,The best,"use to buy this stuff all the time at walmart, but they don't sell it anymore. Thank god I found it on amazon. Love this stuff!!!!"
0,0,3,Ahmad Tea Blackcurrant Burst,"Prefer Ahmad's plain Blackcurrant tea.  The ""Burst"" does not have much of a blackcurrant flavor.  Please consider selling Blackcurrant tea in bulk form, i.e. NOT in tea bags."
0,3,1,YUCK!,We have yet to find (trust me tried ALOT of them) a mix that Bob Red Mill's sells that taste good.  It's down right awful and gritty.  If you think this is good your surely missing out on alot of other great products.  It seems some new age products coming out are alot better tasting and the consistancy is much better.  Search around try Jules but this stuff is gross and regreted buying a case of it.
1,1,5,This Coffee is Our Favorite,"First, Mocha Java isn't Mocha...No chocolate here.  This is a well rounded, easy drinking cup of coffee."
2,3,5,"Very rich, flavorful coffee!","While in Costa Rica I had many coffees but I think my favorites overall is Cafe Britt.  The Cafe Britt Poas is especially good, very smooth yet rich and no harsh bite.  Love it!"
2,2,5,My 10th favorite flavor,"Diamond Almonds<br />Almonds are a good source of magnesium. One ounce contain approximately 20% of the RDA for an adult recommended dietary allowance (RDA)<br />Recommended Dietary Allowance (RDA) the amounts of selected nutrients considered adequate to meet the known nutrient needs of healthy people. The RDA is based on scientific knowledge and has been presented by a committee of the Food and Nutrition Board (FNB) of the National Academy of Sciences (NAS). The Canadian equivalent is the Recommended Nutrient Intakes. RDA is generally accepted throughout the world as a valid source of information. At least 40 different nations have as well as organizations have published standards similar to the RDA.<br /><br />Magnesium is the fourth most abundant mineral in the body and is essential to good health. Approximately 50% of total body magnesium is found in bone. The other half is found predominantly inside cells of body tissues and organs. Only 1% of magnesium is found in blood, but the body works very hard to keep blood levels of magnesium constant.<br />Magnesium is needed for more than 300 biochemical reactions in the body. It helps maintain normal muscle and nerve function, keeps heart rhythm steady, supports a healthy immune system, and keeps bones strong. Magnesium also helps regulate blood sugar levels, promotes normal blood pressure, and is known to be involved in energy metabolism and protein synthesis. There is an increased interest in the role of magnesium in preventing and managing disorders such as hypertension, cardiovascular disease, and diabetes. Dietary magnesium is absorbed in the small intestines. Are you taking enough magnesium in the diet? The recommended daily allowance is 300mgs/day for men, 350mgs for women. Magnesium is extremely safe by mouth - too much simply causes diarrhea. Try increasing the amount of magnesium you take by mouth until it causes diarrhea, then reduce the dose slightly so it does not. This is called taking magnesium to bowel tolerance (just like using vitamin C to bowel tolerance.<br /><br />Almonds are a good source of Fiber.<br />One ounce contains approximately 12% of the RDA for an adult.<br />So, in summary, Almonds are a very healthy snack, so what's left to say?<br /><br />Two things:<br />1st be cautious about ""bowel tolerance"" or ""happy bowels"" if you prefer.<br />2nd Taste.  I realize that taste is a personal thing.  That's why they make chocolate, strawberry, and vanilla.<br /><br />Here's my current favorites""<br /><br /> 1st Blue Diamond Dark mint dark chocolate (reminds me of the chocolate mint Girl Scout Cookies with less sugar).<br /><br />2nd Blue diamond Dark Chocolate Oven Roasted<br />3rd  Blue diamond Blue Butter Toffee<br />4thd Blue Diamond Almonds Bold Habanero BBQ (reminds me of  BBQ potato chips again with less sugar).<br />5th Bold Blazin Buffalo Wing<br />6th Blue Diamond Almonds Cinnamon Brown Sugar<br />7th  Blue Diamond Almonds Lime `n Chili<br />8th  Blue Diamond Almonds Smokehouse<br />9th  Bold Wasabi & Soy Sauce<br />10th Bold Salt & Vinegar<br /><br />But that's just me: you might have a completely different take on these flavors.<br /> 4th  and 5th are very close.<br /><br />Gunner<br />May, 2012"
1,1,5,Best of the sugar-free syrups,"I like all the sugar-free (SF) syrups, except the chocolate which is just too bitter. I drink them in my coffee almost every day. This SF Caramel is the best, but I also like the SF Almond Roca and SF Coconut."
1,1,5,Divine dark chocolate bar with Raspberry,"Very delicious, lot's of raspberry bits through out chocolate bar. Soooo good. Not too bitter nor too sweet, just right. Love the chewy raspberry bits. A bit pricey, but worth it."
0,0,5,"Good quality with a quaint, natural taste","I've been eating these chips with my lunch every day for over two years now. I love the taste first of all. Unlike two other black bean corn chip products I have tried (and more and more chip makers seem to be making black bean corn chips now), these are what they say they are: corn chips with black beans in them - - no lime or herb or any other kind of ""flavor enhancer"".<br /><br />I like the price of the chips here on Amazon. A 7.5 ounce bag sells for around $3 a bag, sometimes less when on sale.  Here, the case price works out to about $2.25 a bag,  - and delivery is free."
0,0,5,"Hot, very hot...","If you're looking for something to give a little ""personality"" to drinks, dishes, or sauces this very hot horseradish is truly Atomic.  It is not for the faint of heart however, and packs quite a punch. A little bit goes a long way. I might suggest that you try it in a Bloody Mary or seafood cocktail sauce. A great product; try it!"
0,0,5,Strawberry puffs,"I first came upon this candy at a gas station in Texas. I was looking to satisfy my sweet tooth while on a road trip you see I'm from the mid-west and I had never seen this Trolli Strawberry Puffs before. So when I came back home I went to the store and looked for them and to my surprise I couldn't find them anywhere!! So while shopping on Amazon I decided to look for them and I found them! They tasted just as delicious as I remember them... although I have to say the bag isn't quite as full as I would like it to be, but other than that two thumbs up!"
0,0,4,Not generic cornflakes- healthy gluten free crunch-,"Please note: These are not your generic store brand cornflakes. They are high in fiber (from psyllium) and low in salt for those who care. With only a ""hint of golden syrup"" from cane sugar, the flavor may seem bland to many people, but I find it to be a nice departure from the overly sweet and/or high sodium cereals on the market. Nutritional breakdown for 1 cup (50 grams!- note most servings are 30g) calories: 190, 2g of fat; sodium: 3%! dietary fiber 20% (5g) protein 3g; iron 15%. These are sturdy little flakes, like tiny little clam shells and hold up well in liquid. I would definitely recommend and for those who want to spice it up- add some bananas/dried fruits and yogurt or other dairy/non-dairy beverage- great start to the day!"
0,0,4,Can't stop chewing,I love gum. Went through 1 pack a week. Subscribe and Save option is just Awesome.... long lasting taste as well.
0,0,1,much too greasy,That pretty much says it all.  I couldn't even stand touching them.  I've bought pigs ears for decades and these are the most greasy I've ever tried.
1,2,5,Subtle it ain't,"but a tea worth paying tax on it is!<br /><br />If you like a weak and delicate tea, this is not for you. I travel worldwide and have it shipped wherever I go so it's ready for my arrival. No better tea is known to man."
0,0,5,Damaged Goods,"yesterday, Nov. 2, 2011, we received a carton - contents being (3) three 24-can packs.<br /><br />this carton was very loosely packed - one small roll of airbags, which didn't make the 3 pkgs. stay tightly together. as a result, one pack of 24 cans was dented - even one can was opened from the pressure of the cans being thrown against each other.<br /><br />I was quite surprised at the condition it was in. we receive many cartons from Amazon.com - - all of them previously have arrived in perfect condition; thus my surprise at the less than perfect shape. just wanted to let you know, someone isn't doing their job.<br /><br />Betty A. Hittle"
2,2,5,Mesquite BBQ,"These chips are the best!! I've tried some of the other flavors and they are ok, nothing special... but the Mesquite BBQ is hands down the best BBQ chips I've ever had! if you like BBQ chips (and are not concerned with the calories most chips bring), then you will not be disappointed in these!"
1,1,5,There is no substitute,"I received this product as a Christmas gift from my daughter who knows not only that I enjoy cooking, but also that I mine for new and exotic foods, spices, and condiments.  Once you try this mustard...alas, all others pale (even Dijon). Delightfully complex (like a fine Cabernet)you will enjoy this in your cooking, salad dressings, sandwiches, horsdeouevres, etc. Fantastico!"
2,4,2,Main ingredient says natural blueberry flavor,"I love Olive Nation's Strawberry extract; however, the only ingredient I can taste in the Blueberry extract is the alcohol.<br /><br />In addition, I would love the option of a plastic bottle rather than glass."
0,0,4,Very Tasty!,Excellent Dutch licorice!  Expect a different taste and prepare to become addicted! Chewy and a bit of salt.  Good price!  Highly recommended by a dutchman!  Enjoy!
2,2,5,Fantastic!!,"These are wonderful! They have a great, light sweetness and real chocolate flavor. Their consistency is that of hard candy (not like a melty chocolate), just what I wanted. I keep them in my bag and use them to stave off afternoon munchies. Great for diabetics and hypoglycemics."
0,0,5,Our Aussies Love It,"We have two Australian Shepards, one Mini and one full size. Both love the Hextra Chews. The full size AUssie just licks hers until the mini has finished his and then she taunts him by chewing on hers as he watches."
0,0,5,makes a fat dog thin,"I bought a case just to try out on my wiener dog, Oscar.  He has lost weight.  Now he is much more energetic and can jump higher which means he can get into more trouble.  Before going up stairs was slow and sometimes I had to wait. Now he is the first up the stairs just like the old days.  Keeping weight off of Dachshunds is very important for their back.  It costs a little more but I think I will make it up in vet bills and also have my buddy around for a longer period.<br />Doesn't have that dog food smell and you can actually see the ingredients."
0,0,3,"ok,not as good as without choc.","these are good, but stick together in the summer, not sure how you would receive in winter.  I think I like them better without the choc."
0,0,5,Best Kitten Hard Food,"My kittens have been eating this for over 4 months, and its their favorite hard food. I typically only buy healthy cat foods like wellness, and I've found this price to be reasonable."
3,3,5,Um..yum...,"Every time I go on a cruise with Royal Caribbean, I, sort of, um, requisition a few extra of these tea bags to take home with me to Germany. But now I have found them on Amazon! Woot! I love this tea."
9,10,5,Lasts longer than the packets,"Tastes better than the similar packets too, and product lasts much longer as well.<br />The combination of taste and a healthier choice to splenda makes this product a winner!"
0,1,3,"Not a thriller for my cats, but not much is..","This is new and looked as if it might be close to real meat in edible form, but not much of a hit with my fussy trio. Still, they eat a bit of it, for a change."
1,1,4,Dogswell Happy Hips Chicken and Banana,"My dog loves them and they absolutely help with his hips and joints. He is an 8 year old Lhasa Apso that did have some joint problems, but since I've started using the Happy Hips those have gone away. I just hope no one ever tells him that they are good for him."
0,0,5,"So easy, even I can cook great Belgian Waffles!!!","I am so happy I found Heartland Food Products.  It is sooo easy to make wonderful Belgian Waffles.  I didn't realize it came in one five-pound bag.  But I solved that problem.  I put portions of the product into a freezer bag to make four waffles and put them in the freezer for when I am ready to make another batch of yummy waffles, I just add water.  I will be ordering regularly from this great company.  It is nice to be able to order a multi-grain mix to make the waffles healthier."
2,8,3,Not the best,"Due to reviews across the net and consumerreviews along with examining the ingredients I switched my black lab, Jade, to this food.  Jade is ok with the taste, not crazy about it... but her skin has started to flake!  I am taking her off this food and trying something else."
1,1,5,Great value Good taste.  Small package,"I noticed this when I look everyday to see if Amazon has the I'm Healthy brand back in stock.  My son is allergic to peanuts so we eat a lot of soynut butter.  This brand is Canadian, I had never heard of it obviously being in the states.  I researched their website and contacted the company that manufactures it directly before purchasing this item from Amazon.  I had wanted to buy samples to try before taking the plunge on 200 containers of soynut butter.  They do not have samples available.  My daughters new preschool makes the parents responsible for bringing snack to the class every month.  So, I bought these to pair with sliced apples on my snack day.<br />This is the perfect pre-measured size to prevent over eating of the soy butter.  Great serving size for travel and little people who usually waste most of what is put on a plate anyway.  This is very smooth.  It is not as sweet as the I'm Healthy brand by far.  It has more of a peanut butter feel to it as well, I would guess because of less sugar perhaps.  But nothing like the unsweetened kinds you can get, which I do not like at all!  I enjoyed eating it and my son did as well.  When ever we get through all 200 of these, I will definately purchase again."
0,2,4,Great chips,"I tried these in Colorado and came home to find out they only sell them on the west coast. Amazon didn't sell the ones I wanted. I put it on a wish list as a gift for a loved one. Within a week of their birthday, Amazon e-mailed me that it was available. Great chips but, took longer to ship then expected. Just in the nick of time for the birthday. When you want something real bad, Amazon usually comes through."
11,11,5,"Good quality, affordable food.","It's really important to me to feed my pets quality food.  My first dog had severe allergies to food, and all of the vets we took her to caught that.  She had terrible skin rashes, raw hot spots, and constant ear infections--all of which are indications that she had food allergies.  I wish I had had the Internet back then so I could have saved her life.  She eventually ended up getting stomach cancer and dying at the very young age of five.  I truly believe that if we had switched her to a quality food, she could have lived a longer, happier life. It was an important lesson for me to learn, and I will never feed any of my animals sub-par food ever again.<br /><br />I have had my current dog on Natural Balance Ultra Premium as well as Solid Gold Hund n Flocken.  Both of those foods are of good quality, but are also very pricey.  If you would like to do your own research on different food options and brands, [...]and [...]are great sites.<br /><br />Natural Balance, Solid Gold, and Premium Edge have all received 4-star ratings at dog food analysis.  The biggest issue with Premium Edge (and all of Diamond foods--including NB and SG) was the fact that there weren't any written guarantees that they did not use Ethoxyuin as a preservative.  I emailed Diamond foods, and received an email stating that they and their suppliers no longer use Ethoxyquin as a preservative.<br /><br />I'm really impressed with Premium Edge.  It is a good quality food and it comes at a much better price for me (on top of being significantly cheaper, the bags are 35lbs as opposed to NB and SG's 33lb. bags).  The final selling point for me is that my dog really LOVES her food now.  With both previous brands, she would eat half of her food and then walk away and eat the rest of it later when she got hungry enough.  With Premium Edge Skin and Coat, she scarfs everything down right away.  She even BEGS me to feed her in the morning and evening now.<br /><br />All in all, I'm really happy with my choice to switch to Premium Edge.  It's an affordable, good quality dog food, and my dog LOVES it!  I highly recommend giving it a try.  :)"
2,2,4,Good ole' Joe,"This is just a regular ole coffee, no whistles or bells attached.<br />I like it because it tastes good, can be used in my Tassimo, and makes<br />a large 12 ounce serving that I take to work everyday. Oh, and best of all,<br />I like the price!"
0,0,5,Nectar of the Gods,"Sierra Nevada fits perfectly between quality and price, delicious and crisp, without being ridiculously overpriced. Dinners just aren't the same without a pack of these tall boys, as it's hard scientific fact that a Sierra Nevada always go well with a burger, pizza, wings, burritos, tacos, or even sushi.<br /><br />Really if you've never drank one before or never heard of it you're missing out in life, pick up a six pack of these next time you have jury duty or sitting in traffic and see just how much better they make everything!"
0,0,5,Perfect for my Iced Coffee,"Needed a strong coffee for the iced coffee I love to make, something that wouldn't taste weak loaded with ice, and this is it.  Wonderful rich flavor, even in a cup of ice."
0,0,4,Only brand I feed my dogs,"This is the only brand that I have confidence in. It's made in the USA and its ingredient sources are quality - there are 4-Ds of meat products found in typical pet food productss (dead, dying, diseased, or disabled sources). Halo does NOT use 4-d meat products in their pet foods. I haven't read that other pet foods follow that rule so I make sure to stick with this brand. One note though - there used to be visible blends of peas, carrots, herbs, and other veggie sources in there and they really scaled that back to just kibble now with maybe one pea or carrot in 8 cups of kibble -- so I have to wonder what else they skimped on. I wrote and complained and they basically offered me a coupon for my next purchase rather than discuss the change in quality of their product. And their price went up about $5 from what it was for the 30-lb bag since I purchased the month prior -- so what gives??? Hey, if you price shop, you can find deals that provide 10-15% off and free shipping so keep that in mind."
3,3,5,The perfect food?,"Maybe not, but these bars are my JAM, yo!  Cashew cookie is my fave flave.  I like the ingredients list: ""Cashews, dates.""  No foolin'!  These bars is for real!  I eat one while I drink my coffee every dang morning.  I eat one after I run (good carb:protein ratio, and lot's o'potassium).  Potassi... yum!  Some flavors aren't my favorite, so don't be judgin' if you've only tried one flavor.  Like apple.  Not that good.  I tend to like the nutty ones (I think that applies to women, too).  Pecan Pie, Peanut Butter Cookie, Pistacio.  Pistaci, yo!  And the Chocolate Coconut is good too- but don't expect it to taste like a chocolate bar from 7eleven because these bars is sweetened only by dates- they gots no added shoogs!  RE-SPEC!!  I buy in bulk."
0,0,5,It makes me want to fix stuff!!!,I love this coffee.Ive tried them all and I can describe this coffee in one phrase.<br />IT MAKES ME WANT TO FIX STUFF!!!!Its even better than an energy drink.Its my fav so far.Too strong for morning but I love it in the afternoon.It gives me wings!
2,2,5,Great for pine pellets (provided you get the right ones),"""the item is as described ..however I bought this item based on the fact that a few other reviewers stated it worked great for pine pellets as well...however I find that the holes are too large and the pellets fall right through...rather than just letting the sawdust fall thru and leaving the pellets on top...so for the purpose I purchased it for its useless for me...im sure it works great for scoopable litter""<br /><br />would like to update my review....as suggested by other reviewers of the pine pellets....i purchased a bag of pine pellets at my local horse feed store for a fraction of the cost of feline pine or any other of the brands at pet stores..they work wonderfully with this box as the pellets are much larger (and far more absorbent) and dont fall through the holes.....Now this box works wonderfully for me and my cats :P"
7,14,1,No cat will go near it.,"I purchased this food after reading the many positive revieves for  my 6 pound Exotic who loves to eat, especially chicken. On opening I was surprised  how much like human  food it looked and smelled and was sure she would love it. Well, one sniff and she looked at me as if I were  nuts. My other more finky cat likewise.  I tried  again a few weeks later with the same results.<br />I then decided to let a neighbor try it since I did not want it to go to waste.  His cat had the same results.  No deal.  He  then put some out for  four ferral cats  he was feeding . NO takers.  It is hard to believe that not one  of seven cats would refuse something hailed as so tempting unless the food was defective..<br />I would not try this food unless youi needed some cans to hold up a bookcase.<br />If looking for a premium chicken try Instinct. A bit pricy but my cats love it. I also learned not to fix a good thing.  Cats are not like  humans and don't seem to mind the same food everyday."
1,2,4,Great Light Snack!!!,"It's a great substitute for a crunchy high-fat snack if you're watching your weight!  All healthy--no garbage in it at all, and they are MADE IN THE USA!!! Buy AMERICAN!!!"
0,0,5,Better than Whole Foods,"I buy my dried Mangoes at Whole Foods, and wanted to try something else but didn't like the variety in the local stores. This one is great - moist and has great texture. Sugar content is high... but it's dried fruit - should be expected!"
0,0,5,Greenie Clean!,"My dog loves these, This was an awesome price too! These are sometimes 40 bucks at the stores for a 27 pack. I will def buy these again."
0,0,5,Ranch flavor is the best,I love corn nuts. I love the crunchy hard shell and by far the best flavor is the ranch. It is not an overpowering ranch flavor (you can still taste the corn) but it is just enough to make it tastier than the originals.
0,0,5,We love these bars!,"We love these granola bars!  Our family goes through a box a day, so we were excited to see them on the subscribe and save program!  They are organic, so we feel good about letting our kids consume them."
0,0,4,Pretty Satisfied,"This is my first review, so I'll keep it short. I love the Vinturi Aerator. I just received it last week and have only used it a couple of times but I can definitely taste a difference in the wine. The flavors are enhanced and even made my regular week-night, inexpensive bottle of red smoother. I do have drips along the tower, but I may be pouring it wrong."
0,0,5,Amazingly good,"I thought this was a silly way to spend money. I can put a tea bag of Twinings in my microwave in a cup of water. But, somehow, this is very aromatic and tasty. I don't use it every day, but when I want a really nice cup of tea and am in a hurry - this is where I am!"
0,0,2,"Eh, didn't love the taste","Too mild and I'm not sure that it tastes of pecans at all.  We ended up mixing with stronger dark beans to give it some heft, but that doesn't make me want this again.  The price is good (esp given the rising price of coffee beans), but we won't re-order this one."
0,0,5,creamy,"Very good flavor, lushcious and creamy. Tastes like a caramel melting in your mouth! Product arrived intact and quickly. I will order this one again."
1,2,3,For the lazy cook or chef,"These crepes are handy if you don't have the time, inclination or know how to make them yourself.  They come in handy and the seller is dandy, but the crepes don't taste great or even that ""good.""  Use in a pinch only!"
1,1,5,She works for her kibble,"This is the primary way our Bouvier gets fed.<br />1) It's a challenge, she keeps her doggy mind and paws busy.<br />2) It eliminates gulping, so she can't inhale her dinner. She needs about 20 minutes to empty the jug.<br />3) So far ( after 9 months ) no problems with breakage or chewage. This could be because we always set it out on the hall carpet, so it bangs less on the hardwood!"
0,0,5,"Smooth, with a hint of vanilla.","I traditionally drink my coffee with a little vanilla creamer. I usually brew a cup of Starbucks, house blend coffee, at home every morning and indulge from time to time in a white chocolate vanilla latte from Starbucks. (I know what some of you are thinking, that's not real coffee but hot chocolate.). Regardless, I usually don't like strong coffees and manipulate the directions to accommodate my tastes. When I selected this coffee, I hoped that it would be something that I would enjoy and I was not disappointed. Starbucks Natural Fusions Ground Coffee, Vanilla flavored was pleasing (remember, I used less coffee than the directions required) and not overwhelming. The way I prepared it, it had a rich (yet mild) flavor. It is a bit milder than most Starbucks coffee that I have purchased in the past, and not as acidic. It made for a decent cup of coffee.<br /><br />Scale: 1 to 5, with 5 being the highest.<br />Packaging - 5 (You are able to secure the product once opened. Adhesive tape closes nicely insuring that the product remains fresh).<br />Flavor - 4 (It has a rich, mild taste and isn't acidic. I rate it a 4 because if I follow the directions on the package, the taste would be a little overwhelming.)<br />Cost - 5 (In the store where I shop, Starbucks coffee costs close to $9 for a package, unless you get it on sale...so the Amazon cost seems reasonable. Especially if you consider you are getting 2 packages for a little over the cost of 1. And it's cheaper if you spend between $3 and $4 for a cup of coffee in Starbucks, while buying a bag gets you at least 30.)<br />Smell - 4 (When you open the package, you can smell the faint smell of Vanilla and even see some vanilla beans in the grounds. While brewing you do get the faint aroma of vanilla.)<br /><br />The only thing that I am not sure of was my use of vanilla creamer. While I really enjoy the taste of my regular house/breakfast blend with a splash of vanilla creamer (I don't have to add sugar), it seemed that my normal splash of vanilla creamer did not complement the vanilla already in the coffee. I think it is better with a regular half & half, than a flavored creamer. Otherwise, I think this coffee is a wonderful alternative to regular coffee."
